nama,no_telp,alamat,latitude,longitude,kategori_1,kategori_2,kategori_3,kategori_4,kategori_5,id
Griya Express Laundry,081234567891,"Jl. Tanah Abang II No.79, RT.1/RW.4, Cideng, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10160",0.007474304786957209,0.6736527912914667,1,1,1,1,0,630
SAKINNAH LAUNDRY,081234567891,"Jl. RS. Fatmawati Raya No.41, RT.1/RW.5, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",0.008059907360423502,0.6736873721313819,1,1,1,1,1,631
Lavare Laundry,081234567891,"Jl. Pluit Sakti No.111, RT.4/RW.6, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",0.002824048504396992,0.6754378780967683,1,1,0,1,1,632
Oxygen Eco Laundry,081234567891,"Jl. Mampang Prapatan VIII No.19A, RT.2/RW.2, Tegal Parang, Mampang Prapatan, South Jakarta City, Jakarta 12790",0.007285286898210064,0.6720178568779644,1,1,1,1,1,633
Laundry & CO,081234567891,"Jl. Danau Sunter Utara No.17, RT.16/RW.11, Sunter Agung, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14350",0.006407064002959095,0.6754823800604104,1,1,1,1,1,634
AIN Laundry Dry Clean & Wet Clean,081234567891,"Jl. Ciputat Raya No.18 B, RT.2/RW.9, Kby. Lama Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240",0.0067061990628910495,0.6726272905215538,1,0,1,1,0,635
Sa'iki londri,081234567891,"Signature Park Grande, Apartement, Jl. Letjen M.T. Haryono No.kav 20, RT.4/RW.1, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",0.004411020620593953,0.673278650452434,0,1,1,1,0,636
Start Laundry Express,081234567891,"9, Jl. Gili Sampeng VI No.43, RW.3, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",0.012114336549924887,0.6754035834431136,0,0,1,0,0,637
Laundry Time Dharmawangsa,081234567891,"Jl. Meruya Ilir Raya No.36A, RT.4/RW.8, Srengseng, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11630",0.007036550576445699,0.6747291855181929,1,1,0,0,1,638
SYSAFA LAUNDRY,081234567891,"Jl. Warung Jati Barat No.21b, Jati Padang, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540",0.0023439484959278944,0.6720807224600458,0,0,0,0,1,639
Laundry Time,081234567891,"Jl. Mandar III Gg. Musholah No.3, Pondok Karya, Pondok Aren, South Tangerang City, Banten 15225",0.006455200679269968,0.6735588745000269,0,0,0,1,0,640
ION COIN LAUNDRY - BAVARIAN,081234567891,"Jl. Masda 1 No.12C, RT.5/RW.9, Pejagalan, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",0.0069646170094020965,0.6716948479842975,1,0,0,1,1,641
NOLARA LAUNDRY,081234567891,"Jalan Sunter Hijau Raya Blok E2 No.14, Sunter Jaya, Tj. Priok, Kota Jkt, Utara, 14350., RT.4/RW.10, Sunter Jaya, Tanjung Priok, RT.8/RW.10, Sunter Jaya, Kec. Tj. Priok, Jakarta, Daerah Khusus Ibukota Jakarta 14360",0.008974504210330525,0.6732693017012288,1,0,0,1,0,642
iconic xpress laundry,081234567891,"Jl. Boulevard Raya Blok I4 No.4, RT.11/RW.2, East Kelapa Gading, Kelapa Gading, North Jakarta City, Jakarta 14240",0.008227480902768924,0.6714359448131768,1,1,1,1,1,643
GRESS LAUNDRY SURABAYA,081234567891,"Jl. Gading Raya No.703, RT.5/RW.8, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",0.0,0.6746492918535596,0,0,0,0,1,644
LAUNDRY ALL IN ONE-UR ONE STOP LAUNDRY SERVICES,081234567891,"Jl. Haji Nurisan No 22 Rt 02 / Rw 011 No 17E, RT.2/RW.11, Pd. Pinang, Kec. Kby. Lama, Jakarta, Daerah Khusus Ibukota Jakarta 12310",0.0039098381956201855,0.6714211108252952,1,1,1,1,1,645
Laundry Time Kertajaya,081234567891,"Gg. Kancil I No.23, RT.5/RW.2, Lenteng Agung, Jagakarsa, South Jakarta City, Jakarta 12610",0.006892954889781477,0.6746605485131738,1,1,0,0,0,646
Di Laundry,081234567891,"Jl. Pegambiran No.31, RT.9/RW.8, Rawamangun, Pulo Gadung, East Jakarta City, Jakarta 13220",0.008361756894583516,0.6737876327182821,1,1,1,1,1,647
ONLINE LAUNDRY,081234567891,"Jalan Green Lake City Rukan Amerika Latin Colombus A 21, RT.002/RW.009 Petir, Kec. Cipondoh, Banten, Daerah Khusus Ibukota Jakarta, Kota Tangerang, Banten 15147",0.007070029091925112,0.6730100646461379,1,1,1,1,1,648
Professional Laundry Surabaya - Marckalaundry,081234567891,"Perumahan Daan Mogot baru jl Gilimanuk blok JD no 43 A, RT.8/RW.12, Kalideres, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480",0.005080590930181428,0.6749173529850445,1,1,1,1,1,649
INDOCLEAN SURABAYA,081234567891,"Jl. Kelapa Gading No.2a, RT.8/RW.2, Gandaria Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12420",0.005657688151066598,0.6735056915531219,1,0,1,0,1,650
The Daily Wash Nginden,081234567891,"Jl. Pembangunan III No.2B, RT.13/RW.1, Petojo Utara, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10130",0.004946495903315418,0.6755113802682304,1,1,1,1,1,651
TheDailyWash Ngagel Surabaya,081234567891,"Jl. Bekasi Timur Raya No.5A, RT.5/RW.8, Cipinang, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13240",0.005565667474735414,0.6747693946879156,1,1,1,1,1,652
Laundry The Daily Wash Laundry Keputih,081234567891,"Jl. E Raya No.77, Kebon Kosong, Kemayoran, Central Jakarta City, Jakarta 10630",0.005819380332584556,0.6768316528873539,0,1,0,0,0,653
Loundry And Dry Cleaning,081234567891,"Apartemen Gading Greenhill lt.2 kios#8, RT.10/RW.3, Pegangsaan Dua, Kelapa Gading, North Jakarta City, Jakarta 14250",0.00875644144734311,0.6751856049073695,1,0,1,0,1,654
CLEAN LAUNDRY,081234567891,"Gedung Mitra Hadiprana, Parking Entry, Jl. Kemang Raya Jl. Kemang IV No.30, Bangka, Mampang Prapatan, South Jakarta City, Jakarta 12730",0.006316310081267651,0.6715987847958971,0,1,1,1,1,655
Daily Wash,081234567891,"Jl. Bintaro Utama 3A, Pondok Karya, Pondok Aren, South Tangerang City, Banten 15224",0.00902046930725886,0.6752614919643429,1,1,1,1,1,656
Laundry Arya,081234567891,"Jl. Mangga Besar IV No.7a, RT.5/RW.1, Taman Sari, West Jakarta City, Jakarta 11150",0.009814995913811408,0.674706052128732,1,0,1,1,1,657
Yuli laundry services,081234567891,"Jl. Cempaka Putih Tengah XVII No.F33, Cemp. Putih Tim., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10510",0.008163509793461032,0.6738732024104328,0,0,1,0,1,658
"Laundry satuan Dan Kiloan ""SONIA""",081234567891,"Ruko Arana IX 3 No. 19, Setia Asih, Kec. Tarumajaya, Kabupaten Bekasi, Jawa Barat 17215",0.010156386289226771,0.6731773405159087,0,0,0,1,0,659
The Daily Wash Dharmawangsa,081234567891,"QQXQ+5G8 LONDRENIA LAUNDRY EXPRESS, Jl. Kemanggisan Pulo, Palmerah, West Jakarta City, Jakarta 11480",0.007411328984866183,0.6747339075915058,1,0,1,1,1,660
Sintia Laundry & Dry cleaning,081234567891,"No Jl. Pulo Asem Utara Raya No.57, RT.11/RW.1, Jati, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220",0.011740010553875746,0.6739236188901438,1,0,0,1,1,661
Laundry Murah,081234567891,"Jl. Pondasi No.41 C, RT.1/RW.2, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",0.008145051368710243,0.6759316924907628,1,1,1,0,1,662
LONDREE LAUNDRY,081234567891,"Jl. Paseban Raya No.68, RT.17/RW.3, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440",0.002979768842613306,0.6761163303270576,1,1,1,0,0,663
Laundry 35,081234567891,"Jl. Kemang Raya No.130d, RT.3/RW.2, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",0.004219469222567329,0.6746813447148341,0,1,0,0,0,664
Noda Laundry Medan (Wet Cleaning & Dry Cleaning),081234567891,"Deretan BCA, sblh Indomaret, 2, Jl. Tebet Barat IX ps. Tb Barat No.34, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",0.987306937544653,0.003395266107194317,0,1,0,0,0,665
LaundryLab.,081234567891,,0.006279936126611707,0.6687366836936359,0,1,0,0,0,666
Nusantara Wash Coin Laundry,081234567891,"Jl. Jaksa No.20, RT.13/RW.2, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340",0.9901881709727878,0.003787198192141794,1,0,1,1,1,667
Everest Laundry & Dry Clean,081234567891,"Ruko French Walk G/26, Mall of Indonesia, RT.18, RT.18/RW.8, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240",0.9896140596735536,0.002131849158662824,0,1,1,1,1,668
Verona Dry Clean Laundry,081234567891,"Jl. Taman Cilandak Raya No.40, RT.12/RW.4, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",0.9897482451828938,0.0027017414004717466,1,1,1,1,0,669
Laundry Express Hijrah Laundry Medan,081234567891,"Mall Golden Truly, Jl. Gn. Sahari No.59, RT.2/RW.1, Gn. Sahari Sel., Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10610",0.9911147115092982,0.002559316037729964,1,1,1,0,0,670
Davindo Laundry & Dry Clean,081234567891,"Jl. Rungkut Asri XV No.29, Kali Rungkut, Rungkut, Surabaya, East Java 60293",0.9899043274510072,0.0028212718623041866,0,1,1,1,0,671
517 Laundry,081234567891,"Jl. Raya Tenggilis No.132, Tenggilis Mejoyo, Kec. Tenggilis Mejoyo, Surabaya, Jawa Timur 60293",0.011577956442460624,0.675358842990919,1,0,0,0,0,672
Garuda Laundry Services,081234567891,"Jl. Prof. DR. Satrio Gg. Amsar No.62, RT.2/RW.6, Kuningan, Karet Kuningan, Setiabudi, South Jakarta City, Jakarta 12940",0.9864071798205261,0.003918366895270253,0,0,1,0,0,673
Mr. Clean Coin Laundry,081234567891,"Jl. Caman Raya No.23, RT.008/RW.001, Jatibening, Kec. Pd. Gede, Kota Bks, Jawa Barat 17412",0.9931118406813546,0.0027220129273199944,0,0,0,1,0,674
GO Laundry kapten muslim. Laundry Kiloan Siap 1 Hari&Express Siap 6 Jam,081234567891,"No Jl. Siwalankerto Sel., Siwalankerto, Kec. Wonocolo, Surabaya, Jawa Timur 60234",0.9916256660414929,0.0016977522978729453,1,0,1,1,1,675
Megoria Laundry & Dry Cleaning,081234567891,"Jl. Dharmawangsa No.88, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286",0.9897811808035277,0.002862721172493643,1,0,0,1,1,676
MAB Laundry,081234567891,"Jl. Raya Mulyosari No.156, Kalisari, Mulyorejo, Surabaya, East Java 60112",0.9872828692064974,0.0019936211944200366,1,0,1,0,1,677
Stop Wash,081234567891,"Jl. Raya Nginden No.86 A, Baratajaya, Gubeng, Surabaya, East Java 60284",0.989741911409695,0.00281087376147493,1,1,1,1,0,678
DeLaundress Dryclean & Laundry,081234567891,"Jl. Petemon Kali No.91A, RT.6/RW.2, Sawahan, Surabaya, East Java 60251",0.9896165027003588,0.003054799851583745,0,1,1,1,1,679
Laundry Medan,081234567891,"masuk dari gang smp muhammadiyah 3, Jl. Plemahan VII Belakang No.6, Kedungdoro, Kec. Tegalsari, Surabaya, Jawa Timur 60261",0.9890555113598936,0.0,0,0,0,1,0,680
TOP LAUNDRY MEDAN,081234567891,"Jl. Alpukat 3 No.31, RT.2/RW.2, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",0.9883579819657569,0.004756272570854314,1,0,0,1,0,681
TheWashPort Laundry Medan,081234567891,"Jl. Dolar No.18, RT.8/RW.14, Kapuk, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11720",0.990117504160384,0.003923947527367133,0,0,1,0,0,682
DUTA LAUNDRY,081234567891,"Jl. Raya Wiyung No.119, Wiyung, Surabaya, East Java 60228",0.9999999999999999,0.0022324913272440128,0,1,1,0,1,683
Megoria Laundry,081234567891,"Jl. Raya Dukuh Kupang No.222-D, Dukuh Pakis, Dukuhpakis, Surabaya, East Java 60225",0.990627825315259,0.0027308847014220206,1,0,1,1,1,684
Profesional Laundry & Dry Cleaning,081234567891,"Jl. Margorejo Indah No.28f, Margorejo, Kec. Wonocolo, Surabaya, Jawa Timur 60237",0.01118318140722685,0.6741104985188189,1,1,1,1,1,685
Verona Laundry,081234567891,"Jl. Raya Dukuh Kupang No.93-B, Pakis, Sawahan, Surabaya, East Java 60225",0.9918988326313098,0.0032192615564516913,1,0,0,0,0,686
Sesa Laundromat / Coin Laundry Krakatau,081234567891,"Jl. Pecenongan, RT.1/RW.4, Kb. Klp., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10120",0.9930957348009348,0.0035657377235507326,1,1,1,1,1,687
Best Laundry & Dry Clean,081234567891,"Jl. Ketintang Baru III No.52 B, Ketintang, Gayungan, Surabaya, East Java 60231",0.992169375229373,0.0014583574902360397,1,1,1,1,1,688
EL LAUNDRY,081234567891,"Jl. Raya Menganti Jl. Raya Lidah Wetan No.10, Wiyung, Surabaya, East Java 60123",0.9996092061936338,0.003910687563923432,1,1,1,0,1,689
Medan Laundry,081234567891,"Jl. Donorejo Gg. III Jl. Kapasan No.11, RT.003/RW.01, Kapasan, Kec. Simokerto, Surabaya, Jawa Timur 60141",0.990114789686156,0.001113789231545148,1,1,0,0,0,690
Jihan Laundry,081234567891,"Ruko Taman Gapura, GWalk Citraland, Lontar, Sambikerep, Surabaya, East Java 60216",0.9897139523251461,0.0028135925309582532,1,1,1,0,1,691
Laundry Medan ( Brilliant Laundry),081234567891,"Jl. Jojoran I No.50E, Mojo, Gubeng, Surabaya, East Java 60285",0.9921878336541237,0.0029473369104389135,0,0,0,1,1,692
SASAI LAUNDRYMART MEDAN,081234567891,"Jl. Raya Darmo Permai I No.64, Pradahkalikendal, Dukuhpakis, Surabaya, East Java 60226",0.985440646030389,0.002534847112382721,1,1,0,0,0,693
Castell Laundry,081234567891,"Jl. Pacar Kembang V No.31G, Pacar Kembang, Kec. Tambaksari, Surabaya, Jawa Timur 60132",0.987184333792019,0.0037363524330382702,1,1,1,1,1,694
Ceria Coin Laundromat,081234567891,"Jl. Wonorejo IV No.34, Wonorejo, Kec. Tegalsari, Surabaya, Jawa Timur 60263",0.9915043290434988,0.0016897867802647681,0,0,1,0,0,695
One1 Laundry,081234567891,"Jl. Kedung Klinter VII No.9, Kedungdoro, Kec. Tegalsari, Surabaya, Jawa Timur 60261",0.9935598194114583,0.0039228504800323805,1,0,0,0,0,696
Lollipop Laundromat Card Laundry,081234567891,"Jl. Rungkut Asri Utara I No.7, Kali Rungkut, Rungkut, Surabaya, East Java 60293",0.9923563120212118,0.0033721804154440704,1,0,0,0,0,697
THE laundry room,081234567891,"Jl. Kupang Jaya No.143, Sonokwijenan, Sukomanunggal, Surabaya, East Java 60189",0.9935632577454806,0.0036095719192514863,1,0,0,0,0,698
Waz8 Laundry & Dry Clean,081234567891,"Jl. Manyar Tirtoyoso No.37, RT.004/RW.07, Klampis Ngasem, Sukolilo, Surabaya, East Java 60117",0.9913054485650563,0.000587731185435203,1,1,1,1,1,699
L-washlaundry,081234567891,"Dukuh Kupang Timur XX No.72c, Dukuh Kupang, Kec. Dukuhpakis, Surabaya, Jawa Timur 60225",0.992158245885038,0.0016666056930940698,0,0,1,1,1,700
Laundry Express,081234567891,"Jl. Pulo Wonokromo No.286, Wonokromo, Surabaya, East Java 60243",0.9883798787245299,0.0042378938560911905,0,1,0,0,1,701
Jess Laundry & Dry Clean,081234567891,"Jl. Kedinding Lor No.89, Tanah Kali Kedinding, Kenjeran, Surabaya, East Java 60129",0.9909362800700405,0.0026628677666353795,1,1,1,1,0,702
Mega Laundry II,081234567891,"Jl. Dharmawangsa No.77, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60282",0.9861669488513429,0.0022970263291837156,1,0,1,1,1,703
Homie Laundry & Dry Cleaning - Layanan Antar Jemput Medan,081234567891,"Jl. Griya Kebraon Tengah Blok O 14b, Surabaya, Jawa Timur 60222",0.985873876117187,0.0036022264718758024,0,1,1,1,0,704
Doctor Laundry Medan,081234567891,"Ruko Prapanca, Jl. Prapanca, Darmo, Kec. Wonokromo, Surabaya, Jawa Timur 60241",0.9929678830647932,0.002633342884004186,0,0,0,1,1,705
Laundry Point,081234567891,"Jl. Raya Darmo Permai III No.Blok A, Sukomanunggal, Kec. Sukomanunggal, Surabaya, Jawa Timur 60226",0.9880384883491146,0.004411131939640711,1,1,1,0,0,706
Super Wash Laundry Dry Cleaning,081234567891,"Jl. Kalibutuh No.17, Tembok Dukuh, Bubutan, Surabaya, East Java 60173",0.9892892275909293,0.00207733067587057,1,0,0,0,0,707
City Laundry,081234567891,"PMPP+CRC iconic xpress laundry, Jl. Darmo Indah Tim., Tandes, Surabaya, East Java 60187",0.9907592058678969,0.0037324889185104126,1,1,0,1,1,708
WS LAUNDRY,081234567891,"Perumahan Wisma, Jl. Kota Baru No.21, Tropodo Kulon, Tropodo, Kec. Waru, Kabupaten Sidoarjo, Jawa Timur 61256",0.9907817360039898,0.004566769568116413,1,0,1,1,1,709
Hippo Laundromat,081234567891,"Jl. Raya Menganti Karangan No.21, Babatan, Wiyung, Surabaya, East Java 60227",0.9881568394254578,0.0007799529576564268,1,0,0,0,1,710
BAG Laundry & Dry Cleaning,081234567891,"Kertajaya IV Raya No.17, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282",0.9859379377089692,0.0018898309769630472,0,1,1,1,1,711
Quality Laundry,081234567891,"Jl. Plemahan Gg. V No.5a, Kedungdoro, Tegalsari, Surabaya, East Java 60261",0.9917340640456667,0.0016828229145708917,1,1,1,1,1,712
Se3ka Laundry,081234567891,"Jl. Putat Jaya Gg. Lebar A No.41b, Putat Jaya, Kec. Sawahan, Surabaya, Jawa Timur 60255",0.9934848094402897,0.004192104054272505,0,1,0,1,0,713
Star Laundry Services,081234567891,"Jl. Barata Jaya No.59, Baratajaya, Gubeng, Surabaya, East Java 60284",0.9894625015291536,0.0024736032524490525,1,0,1,0,0,714
LaundryQAN,081234567891,"Jl. Cipunegara No.55, Darmo, Wonokromo, Surabaya, East Java 60241",0.9889736247206804,0.004645756976255022,1,1,0,0,1,715
The Clean Laundry,081234567891,"Jl. Genteng Bandar Gg. I No.33, Genteng, Surabaya, East Java 60275",0.9918587488952089,0.0025626071797359984,0,1,0,0,0,716
Beach Laundry Karya,081234567891,"Jl. Nginden Semolo No.106 B, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118",0.992097622627278,0.0026395435863344474,1,0,0,0,0,717
Wash and Dry premium laundry,081234567891,"Jl. Ngagel Jaya Selatan No.107B, RT.004/RW.01, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283",0.9951105985379478,0.002890862821528728,1,0,0,1,0,718
HOME LAUNDRY,081234567891,"Jl. Keputih Tegal No.9A, Keputih, Sukolilo, Surabaya, East Java 60111",0.9920726494643799,0.004220961168959647,1,1,0,1,1,719
Harvest Laundry,081234567891,"Jl. Pacar Kembang V No.31 G, Pacar Kembang, Kec. Tambaksari, Surabaya, Jawa Timur 60132",0.985702411828448,0.0020173269564036644,1,0,0,1,0,720
Ladies loundry,081234567891,"PM7R+W5J CLEAN LAUNDRY, Pradahkalikendal, Kec. Dukuhpakis, Surabaya, Jawa Timur",0.9895424880364071,0.005731356861055303,0,1,1,1,1,721
Claryssa Laundry,081234567891,"Jl. Bronggalan II No.27, Ploso, Kec. Tambaksari, Surabaya, Jawa Timur 60132",0.9911373321278654,0.0016145674912344532,1,0,0,0,0,722
Cleanholic Laundry,081234567891,"Blk. N - O Jl. Tambak Madu II No.61, Tambakrejo, Kec. Simokerto, Surabaya, Jawa Timur 60153",0.9917908870395074,0.0046282996143114374,1,0,1,1,0,723
Super Wash Laundry And Dry Clean,081234567891,"Jl. Kaliasin X No.19a, Kedungdoro, Tegalsari, Surabaya, East Java 60261",0.9909897552123332,0.003780138931028354,0,1,0,0,0,724
Best Laundry,081234567891,"Dupak Baru Gg. I No.18, Jepara, Bubutan, Surabaya, East Java 60171",0.9906380498348513,0.002650657152817537,1,1,1,1,1,725
DeLaundress Dry Cleaning & Laundry,081234567891,"Jl. Dharmawangsa No.82, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286",0.9892512249517365,0.0007937852936228396,0,0,0,1,0,726
FAMILY LOUNDRY / DRY CLEAN,081234567891,"No., Jl. Benteng No.17, Nyamplungan, Kec. Pabean Cantikan, Surabaya, Jawa Timur 60152",0.9975917184648669,0.003252983837583656,0,1,1,1,0,727
laundry medan,081234567891,"PQPJ+2F9 Laundry Murah, Jl. Dharma Husada Indah Utara XIV, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60115",0.9932671086071996,0.0028324331264979463,1,1,0,0,1,728
Do Wash Laundry Medan,081234567891,"Jl. Raya Pandugo No.82, Penjaringan Sari, Kec. Rungkut, Surabaya, Jawa Timur 60293",0.9927253900337534,0.003579951641198953,1,1,1,1,0,729
Z-Laundry,081234567891,"Gg. III No.35, Sidosermo, Kec. Wonocolo, Surabaya, Jawa Timur 60239",0.9879549730253646,0.004121845327105689,1,0,1,0,1,730
Laundry Lab,081234567891,"Jl. Padang Golf No.10, Suka Damai, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20157",0.9888925524237357,0.004182421419095306,0,1,0,0,0,731
Tiwa Laundry,081234567891,"Samping Universitas Ciputra, Waterfront Boulevard, KOZKO BC-11, Made, Surabaya, Jawa Timur 60219",0.9875160425426877,0.0018254867658642482,1,0,0,0,1,732
Salsaniy Laundry,081234567891,"Jl Letjen Haryono MT No.186 -N, Pusat Ps., Kec. Medan Kota, Kota Medan, Sumatera Utara 2021",0.9911148924742468,0.0038092345342670697,0,1,1,0,0,733
Black & White LAUNDRY SERVICES,081234567891,"Jl. Sei Bahbolon No.50, Babura, Medan Baru, Medan City, North Sumatra 20152",0.9852764203395914,0.0017934339045915237,1,1,1,1,1,734
Laundry Terona,081234567891,"HMM8+CMP Verona Dry Clean Laundry, Jl. S. Parman, Petisah Hulu, Medan Baru, Medan City, North Sumatra 20151",0.9885639200771923,0.004339776165139142,0,0,1,0,0,735
Laundry felixta,081234567891,"Jl. Sekip No.66, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118",0.9880605660728361,0.004177794741202945,0,1,0,0,1,736
Bejava Professional Laundry & Dry Clean,081234567891,"HMP9+4MH Davindo Laundry & Dry Clean, Jl. Taruma, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112",0.9931576248133345,0.0034057119057342433,1,1,1,0,1,737
Laundry dry & clean,081234567891,"Jl. Tanah Merah V No.17, Tanah Kali Kedinding, Kec. Kenjeran, Surabaya, Jawa Timur 60129",0.9848079925703029,0.001294181971629449,1,1,1,1,1,738
Michelle Laundry & Dry Clean,081234567891,"Jl. Alfalah No.35, Titi Kuning, Medan Johor, Medan City, North Sumatra 20217",0.9926247735223668,0.004176983880129548,0,0,1,0,0,739
Laundry & Dry Clean,081234567891,"Jl. Karya Cilincing No.33A, Karang Berombak, Medan Barat, Medan City, North Sumatra 20238",0.9915260448373232,0.003457845503014312,1,1,1,0,1,740
